
Smileys and people

🕘; Clock face nine oclock; U+1F558; UTF-8: F0 9F 95 98
🕙; Clock face ten oclock; U+1F559; UTF-8: F0 9F 95 99
🕚; Clock face eleven oclock; U+1F55A; UTF-8: F0 9F 95 9A
🕛; Clock face twelve oclock; U+1F55B; UTF-8: F0 9F 95 9B
🕜; Clock face one-thirty; U+1F55C; UTF-8: F0 9F 95 9C
🕝; Clock face two-thirty; U+1F55D; UTF-8: F0 9F 95 9D
🕞; Clock face three-thirty; U+1F55E; UTF-8: F0 9F 95 9E
🕟; Clock face four-thirty; U+1F55F; UTF-8: F0 9F 95 9F
🕠; Clock face five-thirty; U+1F560; UTF-8: F0 9F 95 A0
🕡; Clock face six-thirty; U+1F561; UTF-8: F0 9F 95 A1
🕢; Clock face seven-thirty; U+1F562; UTF-8: F0 9F 95 A2
🕣; Clock face eight-thirty; U+1F563; UTF-8: F0 9F 95 A3
🕤; Clock face nine-thirty; U+1F564; UTF-8: F0 9F 95 A4
🕥; Clock face ten-thirty; U+1F565; UTF-8: F0 9F 95 A5
🕦; Clock face eleven-thirty; U+1F566; UTF-8: F0 9F 95 A6
🕧; Clock face twelve-thirty; U+1F567; UTF-8: F0 9F 95 A7

Flags

🇦🇫; Flag of Afghanistan; U+1F1E6 U+1F1EB; UTF-8: F0 9F 87 A6 F0 9F 87 AB
🇦🇽; Flag of Åland Islands; U+1F1E6 U+1F1FD; UTF-8: F0 9F 87 A6 F0 9F 87 BD
🇦🇱; Flag of Albania; U+1F1E6 U+1F1F1; UTF-8: F0 9F 87 A6 F0 9F 87 B1
🇩🇿; Flag of Algeria; U+1F1E9 U+1F1FF; UTF-8: F0 9F 87 A9 F0 9F 87 BF
🇦🇸; Flag of American Samoa; U+1F1E6 U+1F1F8; UTF-8: F0 9F 87 A6 F0 9F 87 B8
🇦🇩; Flag of Andorra; U+1F1E6 U+1F1E9; UTF-8: F0 9F 87 A6 F0 9F 87 A9
🇦🇴; Flag of Angola; U+1F1E6 U+1F1F4; UTF-8: F0 9F 87 A6 F0 9F 87 B4
🇦🇮; Flag of Anguilla; U+1F1E6 U+1F1EE; UTF-8: F0 9F 87 A6 F0 9F 87 AE
🇦🇶; Flag of Antarctica; U+1F1E6 U+1F1F6; UTF-8: F0 9F 87 A6 F0 9F 87 B6
🇦🇬; Flag of Antigua and Barbuda; U+1F1E6 U+1F1EC; UTF-8: F0 9F 87 A6 F0 9F 87 AC
🇦🇷; Flag of Argentina; U+1F1E6 U+1F1F7; UTF-8: F0 9F 87 A6 F0 9F 87 B7
🇦🇲; Flag of Armenia; U+1F1E6 U+1F1F2; UTF-8: F0 9F 87 A6 F0 9F 87 B2
🇦🇼; Flag of Aruba; U+1F1E6 U+1F1FC; UTF-8: F0 9F 87 A6 F0 9F 87 BC
🇦🇺; Flag of Australia; U+1F1E6 U+1F1FA; UTF-8: F0 9F 87 A6 F0 9F 87 BA
🇦🇹; Flag of Austria; U+1F1E6 U+1F1F9; UTF-8: F0 9F 87 A6 F0 9F 87 B9
🇦🇿; Flag of Azerbaijan; U+1F1E6 U+1F1FF; UTF-8: F0 9F 87 A6 F0 9F 87 BF
🇧🇸; Flag of Bahamas; U+1F1E7 U+1F1F8; UTF-8: F0 9F 87 A7 F0 9F 87 B8
🇧🇭; Flag of Bahrain; U+1F1E7 U+1F1ED; UTF-8: F0 9F 87 A7 F0 9F 87 AD
🇧🇩; Flag of Bangladesh; U+1F1E7 U+1F1E9; UTF-8: F0 9F 87 A7 F0 9F 87 A9
🇧🇧; Flag of Barbados; U+1F1E7 U+1F1E7; UTF-8: F0 9F 87 A7 F0 9F 87 A7
🇧🇾; Flag of Belarus; U+1F1E7 U+1F1FE; UTF-8: F0 9F 87 A7 F0 9F 87 BE
🇧🇪; Flag of Belgium; U+1F1E7 U+1F1EA; UTF-8: F0 9F 87 A7 F0 9F 87 AA
🇧🇿; Flag of Belize; U+1F1E7 U+1F1FF; UTF-8: F0 9F 87 A7 F0 9F 87 BF
🇧🇯; Flag of Benin; U+1F1E7 U+1F1EF; UTF-8: F0 9F 87 A7 F0 9F 87 AF
🇧🇲; Flag of Bermuda; U+1F1E7 U+1F1F2; UTF-8: F0 9F 87 A7 F0 9F 87 B2
🇧🇹; Flag of Bhutan; U+1F1E7 U+1F1F9; UTF-8: F0 9F 87 A7 F0 9F 87 B9
🇧🇴; Flag of Bolivia (Plurinational State of); U+1F1E7 U+1F1F4; UTF-8: F0 9F 87 A7 F0 9F 87 B4
🇧🇶; Flag of Bonaire; Sint Eustatius and Saba; U+1F1E7 U+1F1F6; UTF-8: F0 9F 87 A7 F0 9F 87 B6
🇧🇦; Flag of Bosnia and Herzegovina; U+1F1E7 U+1F1E6; UTF-8: F0 9F 87 A7 F0 9F 87 A6
🇧🇼; Flag of Botswana; U+1F1E7 U+1F1FC; UTF-8: F0 9F 87 A7 F0 9F 87 BC
🇧🇷; Flag of Brazil; U+1F1E7 U+1F1F7; UTF-8: F0 9F 87 A7 F0 9F 87 B7
🇮🇴; Flag of British Indian Ocean Territory; U+1F1EE U+1F1F4; UTF-8: F0 9F 87 AE F0 9F 87 B4
🇻🇬; Flag of British Virgin Islands; U+1F1FB U+1F1EC; UTF-8: F0 9F 87 BB F0 9F 87 AC
🇧🇳; Flag of Brunei Darussalam; U+1F1E7 U+1F1F3; UTF-8: F0 9F 87 A7 F0 9F 87 B3
🇧🇬; Flag of Bulgaria; U+1F1E7 U+1F1EC; UTF-8: F0 9F 87 A7 F0 9F 87 AC
🇧🇫; Flag of Burkina Faso; U+1F1E7 U+1F1EB; UTF-8: F0 9F 87 A7 F0 9F 87 AB
🇧🇮; Flag of Burundi; U+1F1E7 U+1F1EE; UTF-8: F0 9F 87 A7 F0 9F 87 AE
🇨🇻; Flag of Cabo Verde; U+1F1E8 U+1F1FB; UTF-8: F0 9F 87 A8 F0 9F 87 BB
🇰🇭; Flag of Cambodia; U+1F1F0 U+1F1ED; UTF-8: F0 9F 87 B0 F0 9F 87 AD
🇨🇲; Flag of Cameroon; U+1F1E8 U+1F1F2; UTF-8: F0 9F 87 A8 F0 9F 87 B2
🇨🇦; Flag of Canada; U+1F1E8 U+1F1E6; UTF-8: F0 9F 87 A8 F0 9F 87 A6
🇮🇨; Flag of Canary Islands; U+1F1EE U+1F1E8; UTF-8: F0 9F 87 AE F0 9F 87 A8
🇰🇾; Flag of Cayman Islands; U+1F1F0 U+1F1FE; UTF-8: F0 9F 87 B0 F0 9F 87 BE
🇨🇫; Flag of Central African Republic; U+1F1E8 U+1F1EB; UTF-8: F0 9F 87 A8 F0 9F 87 AB
🇹🇩; Flag of Chad; U+1F1F9 U+1F1E9; UTF-8: F0 9F 87 B9 F0 9F 87 A9
🇨🇱; Flag of Chile; U+1F1E8 U+1F1F1; UTF-8: F0 9F 87 A8 F0 9F 87 B1
🇨🇳; Flag of China; U+1F1E8 U+1F1F3; UTF-8: F0 9F 87 A8 F0 9F 87 B3
🇨🇽; Flag of Christmas Island; U+1F1E8 U+1F1FD; UTF-8: F0 9F 87 A8 F0 9F 87 BD
🇨🇨; Flag of Cocos (Keeling) Islands; U+1F1E8 U+1F1E8; UTF-8: F0 9F 87 A8 F0 9F 87 A8
🇨🇴; Flag of Colombia; U+1F1E8 U+1F1F4; UTF-8: F0 9F 87 A8 F0 9F 87 B4
🇰🇲; Flag of Comoros; U+1F1F0 U+1F1F2; UTF-8: F0 9F 87 B0 F0 9F 87 B2
🇨🇬; Flag of Congo; U+1F1E8 U+1F1EC; UTF-8: F0 9F 87 A8 F0 9F 87 AC
🇨🇩; Flag of Congo (Democratic Republic of the); U+1F1E8 U+1F1E9; UTF-8: F0 9F 87 A8 F0 9F 87 A9
🇨🇰; Flag of Cook Islands; U+1F1E8 U+1F1F0; UTF-8: F0 9F 87 A8 F0 9F 87 B0
🇨🇷; Flag of Costa Rica; U+1F1E8 U+1F1F7; UTF-8: F0 9F 87 A8 F0 9F 87 B7
🇭🇷; Flag of Croatia; U+1F1ED U+1F1F7; UTF-8: F0 9F 87 AD F0 9F 87 B7
🇨🇺; Flag of Cuba; U+1F1E8 U+1F1FA; UTF-8: F0 9F 87 A8 F0 9F 87 BA
🇨🇼; Flag of Curaçao; U+1F1E8 U+1F1FC; UTF-8: F0 9F 87 A8 F0 9F 87 BC
🇨🇾; Flag of Cyprus; U+1F1E8 U+1F1FE; UTF-8: F0 9F 87 A8 F0 9F 87 BE
🇨🇿; Flag of Czech Republic; U+1F1E8 U+1F1FF; UTF-8: F0 9F 87 A8 F0 9F 87 BF
🇩🇰; Flag of Denmark; U+1F1E9 U+1F1F0; UTF-8: F0 9F 87 A9 F0 9F 87 B0
🇩🇯; Flag of Djibouti; U+1F1E9 U+1F1EF; UTF-8: F0 9F 87 A9 F0 9F 87 AF
🇩🇲; Flag of Dominica; U+1F1E9 U+1F1F2; UTF-8: F0 9F 87 A9 F0 9F 87 B2
🇩🇴; Flag of Dominican Republic; U+1F1E9 U+1F1F4; UTF-8: F0 9F 87 A9 F0 9F 87 B4
🇪🇨; Flag of Ecuador; U+1F1EA U+1F1E8; UTF-8: F0 9F 87 AA F0 9F 87 A8
🇪🇬; Flag of Egypt; U+1F1EA U+1F1EC; UTF-8: F0 9F 87 AA F0 9F 87 AC
🇸🇻; Flag of El Salvador; U+1F1F8 U+1F1FB; UTF-8: F0 9F 87 B8 F0 9F 87 BB
🇬🇶; Flag of Equatorial Guinea; U+1F1EC U+1F1F6; UTF-8: F0 9F 87 AC F0 9F 87 B6
🇪🇷; Flag of Eritrea; U+1F1EA U+1F1F7; UTF-8: F0 9F 87 AA F0 9F 87 B7
🇪🇪; Flag of Estonia; U+1F1EA U+1F1EA; UTF-8: F0 9F 87 AA F0 9F 87 AA
🇪🇹; Flag of Ethiopia; U+1F1EA U+1F1F9; UTF-8: F0 9F 87 AA F0 9F 87 B9
🇪🇺; Flag of European Union; U+1F1EA U+1F1FA; UTF-8: F0 9F 87 AA F0 9F 87 BA
🇫🇰; Flag of Falkland Islands (Malvinas); U+1F1EB U+1F1F0; UTF-8: F0 9F 87 AB F0 9F 87 B0
🇫🇴; Flag of Faroe Islands; U+1F1EB U+1F1F4; UTF-8: F0 9F 87 AB F0 9F 87 B4
🇫🇯; Flag of Fiji; U+1F1EB U+1F1EF; UTF-8: F0 9F 87 AB F0 9F 87 AF
🇫🇮; Flag of Finland; U+1F1EB U+1F1EE; UTF-8: F0 9F 87 AB F0 9F 87 AE
🇫🇷; Flag of France; U+1F1EB U+1F1F7; UTF-8: F0 9F 87 AB F0 9F 87 B7
🇬🇫; Flag of French Guiana; U+1F1EC U+1F1EB; UTF-8: F0 9F 87 AC F0 9F 87 AB
🇵🇫; Flag of French Polynesia; U+1F1F5 U+1F1EB; UTF-8: F0 9F 87 B5 F0 9F 87 AB
🇹🇫; Flag of French Southern Territories; U+1F1F9 U+1F1EB; UTF-8: F0 9F 87 B9 F0 9F 87 AB
🇬🇦; Flag of Gabon; U+1F1EC U+1F1E6; UTF-8: F0 9F 87 AC F0 9F 87 A6
🇬🇲; Flag of Gambia; U+1F1EC U+1F1F2; UTF-8: F0 9F 87 AC F0 9F 87 B2
🇬🇪; Flag of Georgia; U+1F1EC U+1F1EA; UTF-8: F0 9F 87 AC F0 9F 87 AA
🇩🇪; Flag of Germany; U+1F1E9 U+1F1EA; UTF-8: F0 9F 87 A9 F0 9F 87 AA
🇬🇭; Flag of Ghana; U+1F1EC U+1F1ED; UTF-8: F0 9F 87 AC F0 9F 87 AD
🇬🇮; Flag of Gibraltar; U+1F1EC U+1F1EE; UTF-8: F0 9F 87 AC F0 9F 87 AE
🇬🇷; Flag of Greece; U+1F1EC U+1F1F7; UTF-8: F0 9F 87 AC F0 9F 87 B7
🇬🇱; Flag of Greenland; U+1F1EC U+1F1F1; UTF-8: F0 9F 87 AC F0 9F 87 B1
🇬🇩; Flag of Grenada; U+1F1EC U+1F1E9; UTF-8: F0 9F 87 AC F0 9F 87 A9
🇬🇵; Flag of Guadeloupe; U+1F1EC U+1F1F5; UTF-8: F0 9F 87 AC F0 9F 87 B5
🇬🇺; Flag of Guam; U+1F1EC U+1F1FA; UTF-8: F0 9F 87 AC F0 9F 87 BA
🇬🇹; Flag of Guatemala; U+1F1EC U+1F1F9; UTF-8: F0 9F 87 AC F0 9F 87 B9
🇬🇬; Flag of Guernsey; U+1F1EC U+1F1EC; UTF-8: F0 9F 87 AC F0 9F 87 AC
🇬🇳; Flag of Guinea; U+1F1EC U+1F1F3; UTF-8: F0 9F 87 AC F0 9F 87 B3
🇬🇼; Flag of Guinea-Bissau; U+1F1EC U+1F1FC; UTF-8: F0 9F 87 AC F0 9F 87 BC
🇬🇾; Flag of Guyana; U+1F1EC U+1F1FE; UTF-8: F0 9F 87 AC F0 9F 87 BE
🇭🇹; Flag of Haiti; U+1F1ED U+1F1F9; UTF-8: F0 9F 87 AD F0 9F 87 B9
🇭🇳; Flag of Honduras; U+1F1ED U+1F1F3; UTF-8: F0 9F 87 AD F0 9F 87 B3
🇭🇰; Flag of Hong Kong SAR China; U+1F1ED U+1F1F0; UTF-8: F0 9F 87 AD F0 9F 87 B0
🇭🇺; Flag of Hungary; U+1F1ED U+1F1FA; UTF-8: F0 9F 87 AD F0 9F 87 BA
🇮🇸; Flag of Iceland; U+1F1EE U+1F1F8; UTF-8: F0 9F 87 AE F0 9F 87 B8
🇮🇳; Flag of India; U+1F1EE U+1F1F3; UTF-8: F0 9F 87 AE F0 9F 87 B3
🇮🇩; Flag of Indonesia; U+1F1EE U+1F1E9; UTF-8: F0 9F 87 AE F0 9F 87 A9
🇮🇷; Flag of Iran (Islamic Republic of); U+1F1EE U+1F1F7; UTF-8: F0 9F 87 AE F0 9F 87 B7
🇮🇶; Flag of Iraq; U+1F1EE U+1F1F6; UTF-8: F0 9F 87 AE F0 9F 87 B6
🇮🇪; Flag of Ireland; U+1F1EE U+1F1EA; UTF-8: F0 9F 87 AE F0 9F 87 AA
🇮🇲; Flag of Isle of Man; U+1F1EE U+1F1F2; UTF-8: F0 9F 87 AE F0 9F 87 B2
🇮🇱; Flag of Israel; U+1F1EE U+1F1F1; UTF-8: F0 9F 87 AE F0 9F 87 B1
🇮🇹; Flag of Italy; U+1F1EE U+1F1F9; UTF-8: F0 9F 87 AE F0 9F 87 B9
🇨🇮; Flag of Ivory Coast (Côte d’Ivoire); U+1F1E8 U+1F1EE; UTF-8: F0 9F 87 A8 F0 9F 87 AE
🇯🇲; Flag of Jamaica; U+1F1EF U+1F1F2; UTF-8: F0 9F 87 AF F0 9F 87 B2
🇯🇵; Flag of Japan; U+1F1EF U+1F1F5; UTF-8: F0 9F 87 AF F0 9F 87 B5
🇯🇪; Flag of Jersey; U+1F1EF U+1F1EA; UTF-8: F0 9F 87 AF F0 9F 87 AA
🇯🇴; Flag of Jordan; U+1F1EF U+1F1F4; UTF-8: F0 9F 87 AF F0 9F 87 B4
🇰🇿; Flag of Kazakhstan; U+1F1F0 U+1F1FF; UTF-8: F0 9F 87 B0 F0 9F 87 BF
🇰🇪; Flag of Kenya; U+1F1F0 U+1F1EA; UTF-8: F0 9F 87 B0 F0 9F 87 AA
🇰🇮; Flag of Kiribati; U+1F1F0 U+1F1EE; UTF-8: F0 9F 87 B0 F0 9F 87 AE
🇽🇰; Flag of Kosovo; U+1F1FD U+1F1F0; UTF-8: F0 9F 87 BD F0 9F 87 B0
🇰🇼; Flag of Kuwait; U+1F1F0 U+1F1FC; UTF-8: F0 9F 87 B0 F0 9F 87 BC
🇰🇬; Flag of Kyrgyzstan; U+1F1F0 U+1F1EC; UTF-8: F0 9F 87 B0 F0 9F 87 AC
🇱🇦; Flag of Lao People’s Democratic Republic; U+1F1F1 U+1F1E6; UTF-8: F0 9F 87 B1 F0 9F 87 A6
🇱🇻; Flag of Latvia; U+1F1F1 U+1F1FB; UTF-8: F0 9F 87 B1 F0 9F 87 BB
🇱🇧; Flag of Lebanon; U+1F1F1 U+1F1E7; UTF-8: F0 9F 87 B1 F0 9F 87 A7
🇱🇸; Flag of Lesotho; U+1F1F1 U+1F1F8; UTF-8: F0 9F 87 B1 F0 9F 87 B8
🇱🇷; Flag of Liberia; U+1F1F1 U+1F1F7; UTF-8: F0 9F 87 B1 F0 9F 87 B7
🇱🇾; Flag of Libya; U+1F1F1 U+1F1FE; UTF-8: F0 9F 87 B1 F0 9F 87 BE
🇱🇮; Flag of Liechtenstein; U+1F1F1 U+1F1EE; UTF-8: F0 9F 87 B1 F0 9F 87 AE
🇱🇹; Flag of Lithuania; U+1F1F1 U+1F1F9; UTF-8: F0 9F 87 B1 F0 9F 87 B9
🇱🇺; Flag of Luxembourg; U+1F1F1 U+1F1FA; UTF-8: F0 9F 87 B1 F0 9F 87 BA
🇲🇴; Flag of Macau SAR China; U+1F1F2 U+1F1F4; UTF-8: F0 9F 87 B2 F0 9F 87 B4
🇲🇰; Flag of Macedonia (the former Yugoslav Republic of); U+1F1F2 U+1F1F0; UTF-8: F0 9F 87 B2 F0 9F 87 B0
🇲🇬; Flag of Madagascar; U+1F1F2 U+1F1EC; UTF-8: F0 9F 87 B2 F0 9F 87 AC
🇲🇼; Flag of Malawi; U+1F1F2 U+1F1FC; UTF-8: F0 9F 87 B2 F0 9F 87 BC
🇲🇾; Flag of Malaysia; U+1F1F2 U+1F1FE; UTF-8: F0 9F 87 B2 F0 9F 87 BE
🇲🇻; Flag of Maldives; U+1F1F2 U+1F1FB; UTF-8: F0 9F 87 B2 F0 9F 87 BB
🇲🇱; Flag of Mali; U+1F1F2 U+1F1F1; UTF-8: F0 9F 87 B2 F0 9F 87 B1
🇲🇹; Flag of Malta; U+1F1F2 U+1F1F9; UTF-8: F0 9F 87 B2 F0 9F 87 B9
🇲🇭; Flag of Marshall Islands; U+1F1F2 U+1F1ED; UTF-8: F0 9F 87 B2 F0 9F 87 AD
🇲🇶; Flag of Martinique; U+1F1F2 U+1F1F6; UTF-8: F0 9F 87 B2 F0 9F 87 B6
🇲🇷; Flag of Mauritania; U+1F1F2 U+1F1F7; UTF-8: F0 9F 87 B2 F0 9F 87 B7
🇲🇺; Flag of Mauritius; U+1F1F2 U+1F1FA; UTF-8: F0 9F 87 B2 F0 9F 87 BA
🇾🇹; Flag of Mayotte; U+1F1FE U+1F1F9; UTF-8: F0 9F 87 BE F0 9F 87 B9
🇲🇽; Flag of Mexico; U+1F1F2 U+1F1FD; UTF-8: F0 9F 87 B2 F0 9F 87 BD
🇫🇲; Flag of Micronesia (Federated States of); U+1F1EB U+1F1F2; UTF-8: F0 9F 87 AB F0 9F 87 B2
🇲🇩; Flag of Moldova (Republic of); U+1F1F2 U+1F1E9; UTF-8: F0 9F 87 B2 F0 9F 87 A9
🇲🇨; Flag of Monaco; U+1F1F2 U+1F1E8; UTF-8: F0 9F 87 B2 F0 9F 87 A8
🇲🇳; Flag of Mongolia; U+1F1F2 U+1F1F3; UTF-8: F0 9F 87 B2 F0 9F 87 B3
🇲🇪; Flag of Montenegro; U+1F1F2 U+1F1EA; UTF-8: F0 9F 87 B2 F0 9F 87 AA
🇲🇸; Flag of Montserrat; U+1F1F2 U+1F1F8; UTF-8: F0 9F 87 B2 F0 9F 87 B8
🇲🇦; Flag of Morocco; U+1F1F2 U+1F1E6; UTF-8: F0 9F 87 B2 F0 9F 87 A6
🇲🇿; Flag of Mozambique; U+1F1F2 U+1F1FF; UTF-8: F0 9F 87 B2 F0 9F 87 BF
🇲🇲; Flag of Myanmar; U+1F1F2 U+1F1F2; UTF-8: F0 9F 87 B2 F0 9F 87 B2
🇳🇦; Flag of Namibia; U+1F1F3 U+1F1E6; UTF-8: F0 9F 87 B3 F0 9F 87 A6
🇳🇷; Flag of Nauru; U+1F1F3 U+1F1F7; UTF-8: F0 9F 87 B3 F0 9F 87 B7
🇳🇵; Flag of Nepal; U+1F1F3 U+1F1F5; UTF-8: F0 9F 87 B3 F0 9F 87 B5
🇳🇱; Flag of Netherlands; U+1F1F3 U+1F1F1; UTF-8: F0 9F 87 B3 F0 9F 87 B1
🇳🇨; Flag of New Caledonia; U+1F1F3 U+1F1E8; UTF-8: F0 9F 87 B3 F0 9F 87 A8
🇳🇿; Flag of New Zealand; U+1F1F3 U+1F1FF; UTF-8: F0 9F 87 B3 F0 9F 87 BF
🇳🇮; Flag of Nicaragua; U+1F1F3 U+1F1EE; UTF-8: F0 9F 87 B3 F0 9F 87 AE
🇳🇪; Flag of Niger; U+1F1F3 U+1F1EA; UTF-8: F0 9F 87 B3 F0 9F 87 AA
🇳🇬; Flag of Nigeria; U+1F1F3 U+1F1EC; UTF-8: F0 9F 87 B3 F0 9F 87 AC
🇳🇺; Flag of Niue; U+1F1F3 U+1F1FA; UTF-8: F0 9F 87 B3 F0 9F 87 BA
🇳🇫; Flag of Norfolk Island; U+1F1F3 U+1F1EB; UTF-8: F0 9F 87 B3 F0 9F 87 AB
🇲🇵; Flag of Northern Mariana Islands; U+1F1F2 U+1F1F5; UTF-8: F0 9F 87 B2 F0 9F 87 B5
🇰🇵; Flag of North Korea; U+1F1F0 U+1F1F5; UTF-8: F0 9F 87 B0 F0 9F 87 B5
🇳🇴; Flag of Norway; U+1F1F3 U+1F1F4; UTF-8: F0 9F 87 B3 F0 9F 87 B4
🇴🇲; Flag of Oman; U+1F1F4 U+1F1F2; UTF-8: F0 9F 87 B4 F0 9F 87 B2
🇵🇰; Flag of Pakistan; U+1F1F5 U+1F1F0; UTF-8: F0 9F 87 B5 F0 9F 87 B0
🇵🇼; Flag of Palau; U+1F1F5 U+1F1FC; UTF-8: F0 9F 87 B5 F0 9F 87 BC
🇵🇸; Flag of Palestinian Territories; U+1F1F5 U+1F1F8; UTF-8: F0 9F 87 B5 F0 9F 87 B8
🇵🇦; Flag of Panama; U+1F1F5 U+1F1E6; UTF-8: F0 9F 87 B5 F0 9F 87 A6
🇵🇬; Flag of Papua New Guinea; U+1F1F5 U+1F1EC; UTF-8: F0 9F 87 B5 F0 9F 87 AC
🇵🇾; Flag of Paraguay; U+1F1F5 U+1F1FE; UTF-8: F0 9F 87 B5 F0 9F 87 BE
🇵🇪; Flag of Peru; U+1F1F5 U+1F1EA; UTF-8: F0 9F 87 B5 F0 9F 87 AA
🇵🇭; Flag of Philippines; U+1F1F5 U+1F1ED; UTF-8: F0 9F 87 B5 F0 9F 87 AD
🇵🇳; Flag of Pitcairn; U+1F1F5 U+1F1F3; UTF-8: F0 9F 87 B5 F0 9F 87 B3
🇵🇱; Flag of Poland; U+1F1F5 U+1F1F1; UTF-8: F0 9F 87 B5 F0 9F 87 B1
🇵🇹; Flag of Portugal; U+1F1F5 U+1F1F9; UTF-8: F0 9F 87 B5 F0 9F 87 B9
🇵🇷; Flag of Puerto Rico; U+1F1F5 U+1F1F7; UTF-8: F0 9F 87 B5 F0 9F 87 B7
🇶🇦; Flag of Qatar; U+1F1F6 U+1F1E6; UTF-8: F0 9F 87 B6 F0 9F 87 A6
🇷🇪; Flag of Réunion; U+1F1F7 U+1F1EA; UTF-8: F0 9F 87 B7 F0 9F 87 AA
🇷🇴; Flag of Romania; U+1F1F7 U+1F1F4; UTF-8: F0 9F 87 B7 F0 9F 87 B4
🇷🇺; Flag of Russian Federation; U+1F1F7 U+1F1FA; UTF-8: F0 9F 87 B7 F0 9F 87 BA
🇷🇼; Flag of Rwanda; U+1F1F7 U+1F1FC; UTF-8: F0 9F 87 B7 F0 9F 87 BC
🇧🇱; Flag of Saint Barthélemy; U+1F1E7 U+1F1F1; UTF-8: F0 9F 87 A7 F0 9F 87 B1
🇸🇭; Flag of Saint Helena; Ascension and Tristan da Cunha; U+1F1F8 U+1F1ED; UTF-8: F0 9F 87 B8 F0 9F 87 AD
🇰🇳; Flag of Saint Kitts and Nevis; U+1F1F0 U+1F1F3; UTF-8: F0 9F 87 B0 F0 9F 87 B3
🇱🇨; Flag of Saint Lucia; U+1F1F1 U+1F1E8; UTF-8: F0 9F 87 B1 F0 9F 87 A8
🇵🇲; Flag of Saint Pierre and Miquelon; U+1F1F5 U+1F1F2; UTF-8: F0 9F 87 B5 F0 9F 87 B2
🇻🇨; Flag of Saint Vincent and the Grenadines; U+1F1FB U+1F1E8; UTF-8: F0 9F 87 BB F0 9F 87 A8
🇼🇸; Flag of Samoa; U+1F1FC U+1F1F8; UTF-8: F0 9F 87 BC F0 9F 87 B8
🇸🇲; Flag of San Marino; U+1F1F8 U+1F1F2; UTF-8: F0 9F 87 B8 F0 9F 87 B2
🇸🇹; Flag of Sao Tome and Principe; U+1F1F8 U+1F1F9; UTF-8: F0 9F 87 B8 F0 9F 87 B9
🇸🇦; Flag of Saudi Arabia; U+1F1F8 U+1F1E6; UTF-8: F0 9F 87 B8 F0 9F 87 A6
🇸🇳; Flag of Senegal; U+1F1F8 U+1F1F3; UTF-8: F0 9F 87 B8 F0 9F 87 B3
🇷🇸; Flag of Serbia; U+1F1F7 U+1F1F8; UTF-8: F0 9F 87 B7 F0 9F 87 B8
🇸🇨; Flag of Seychelles; U+1F1F8 U+1F1E8; UTF-8: F0 9F 87 B8 F0 9F 87 A8
🇸🇱; Flag of Sierra Leone; U+1F1F8 U+1F1F1; UTF-8: F0 9F 87 B8 F0 9F 87 B1
🇸🇬; Flag of Singapore; U+1F1F8 U+1F1EC; UTF-8: F0 9F 87 B8 F0 9F 87 AC
🇸🇽; Flag of Sint Maarten (Dutch part); U+1F1F8 U+1F1FD; UTF-8: F0 9F 87 B8 F0 9F 87 BD
🇸🇰; Flag of Slovakia; U+1F1F8 U+1F1F0; UTF-8: F0 9F 87 B8 F0 9F 87 B0
🇸🇮; Flag of Slovenia; U+1F1F8 U+1F1EE; UTF-8: F0 9F 87 B8 F0 9F 87 AE
🇸🇧; Flag of Solomon Islands; U+1F1F8 U+1F1E7; UTF-8: F0 9F 87 B8 F0 9F 87 A7
🇸🇴; Flag of Somalia; U+1F1F8 U+1F1F4; UTF-8: F0 9F 87 B8 F0 9F 87 B4
🇿🇦; Flag of South Africa; U+1F1FF U+1F1E6; UTF-8: F0 9F 87 BF F0 9F 87 A6
🇬🇸; Flag of South Georgia and the South Sandwich Islands; U+1F1EC U+1F1F8; UTF-8: F0 9F 87 AC F0 9F 87 B8
🇰🇷; Flag of South Korea; U+1F1F0 U+1F1F7; UTF-8: F0 9F 87 B0 F0 9F 87 B7
🇸🇸; Flag of South Sudan; U+1F1F8 U+1F1F8; UTF-8: F0 9F 87 B8 F0 9F 87 B8
🇪🇸; Flag of Spain; U+1F1EA U+1F1F8; UTF-8: F0 9F 87 AA F0 9F 87 B8
🇱🇰; Flag of Sri Lanka; U+1F1F1 U+1F1F0; UTF-8: F0 9F 87 B1 F0 9F 87 B0
🇸🇩; Flag of Sudan; U+1F1F8 U+1F1E9; UTF-8: F0 9F 87 B8 F0 9F 87 A9
🇸🇷; Flag of Suriname; U+1F1F8 U+1F1F7; UTF-8: F0 9F 87 B8 F0 9F 87 B7
🇸🇿; Flag of Swaziland; U+1F1F8 U+1F1FF; UTF-8: F0 9F 87 B8 F0 9F 87 BF
🇸🇪; Flag of Sweden; U+1F1F8 U+1F1EA; UTF-8: F0 9F 87 B8 F0 9F 87 AA
🇨🇭; Flag of Switzerland; U+1F1E8 U+1F1ED; UTF-8: F0 9F 87 A8 F0 9F 87 AD
🇸🇾; Flag of Syrian Arab Republic; U+1F1F8 U+1F1FE; UTF-8: F0 9F 87 B8 F0 9F 87 BE
🇹🇼; Flag of Taiwan; U+1F1F9 U+1F1FC; UTF-8: F0 9F 87 B9 F0 9F 87 BC
🇹🇯; Flag of Tajikistan; U+1F1F9 U+1F1EF; UTF-8: F0 9F 87 B9 F0 9F 87 AF
