
Smileys and people

🌟; Glowing star; U+1F31F; UTF-8: F0 9F 8C 9F
💫; Dizzy symbol; U+1F4AB; UTF-8: F0 9F 92 AB
✨; Sparkles; U+2728; UTF-8: E2 9C A8
☄️; Comet; U+2604 U+FE0F; UTF-8: E2 98 84 EF B8 8F
☀️; Black sun with rays; U+2600 U+FE0F; UTF-8: E2 98 80 EF B8 8F
🌤; White sun with small cloud; U+1F324; UTF-8: F0 9F 8C A4
⛅️; Sun behind cloud; U+26C5 U+FE0F; UTF-8: E2 9B 85 EF B8 8F
🌥; White sun behind cloud; U+1F325; UTF-8: F0 9F 8C A5
🌦; White sun behind cloud with rain; U+1F326; UTF-8: F0 9F 8C A6
☁️; Cloud; U+2601 U+FE0F; UTF-8: E2 98 81 EF B8 8F
🌧; Cloud with rain; U+1F327; UTF-8: F0 9F 8C A7
⛈; Thunder cloud and rain; U+26C8; UTF-8: E2 9B 88
🌩; Cloud with lightning; U+1F329; UTF-8: F0 9F 8C A9
⚡️; High voltage sign; U+26A1 U+FE0F; UTF-8: E2 9A A1 EF B8 8F
🔥; Fire; U+1F525; UTF-8: F0 9F 94 A5
💥; Collision symbol; U+1F4A5; UTF-8: F0 9F 92 A5
❄️; Snowflake; U+2744 U+FE0F; UTF-8: E2 9D 84 EF B8 8F
🌨; Cloud with snow; U+1F328; UTF-8: F0 9F 8C A8
☃️; Snowman; U+2603 U+FE0F; UTF-8: E2 98 83 EF B8 8F
⛄️; Snowman without snow; U+26C4 U+FE0F; UTF-8: E2 9B 84 EF B8 8F
🌬; Wind blowing face; U+1F32C; UTF-8: F0 9F 8C AC
💨; Dash symbol; U+1F4A8; UTF-8: F0 9F 92 A8
🌪; Cloud with tornado; U+1F32A; UTF-8: F0 9F 8C AA
🌫; Fog; U+1F32B; UTF-8: F0 9F 8C AB
☂️; Umbrella; U+2602 U+FE0F; UTF-8: E2 98 82 EF B8 8F
☔️; Umbrella with rain drops; U+2614 U+FE0F; UTF-8: E2 98 94 EF B8 8F
💧; Droplet; U+1F4A7; UTF-8: F0 9F 92 A7
💦; Splashing sweat symbol; U+1F4A6; UTF-8: F0 9F 92 A6
🌊; Water wave; U+1F30A; UTF-8: F0 9F 8C 8A

Food and drink

🍏; Green apple; U+1F34F; UTF-8: F0 9F 8D 8F
🍎; Red apple; U+1F34E; UTF-8: F0 9F 8D 8E
🍐; Pear; U+1F350; UTF-8: F0 9F 8D 90
🍊; Tangerine; U+1F34A; UTF-8: F0 9F 8D 8A
🍋; Lemon; U+1F34B; UTF-8: F0 9F 8D 8B
🍌; Banana; U+1F34C; UTF-8: F0 9F 8D 8C
🍉; Watermelon; U+1F349; UTF-8: F0 9F 8D 89
🍇; Grapes; U+1F347; UTF-8: F0 9F 8D 87
🍓; Strawberry; U+1F353; UTF-8: F0 9F 8D 93
🍈; Melon; U+1F348; UTF-8: F0 9F 8D 88
🍒; Cherries; U+1F352; UTF-8: F0 9F 8D 92
🍑; Peach; U+1F351; UTF-8: F0 9F 8D 91
🍍; Pineapple; U+1F34D; UTF-8: F0 9F 8D 8D
🍅; Tomato; U+1F345; UTF-8: F0 9F 8D 85
🍆; Aubergine; U+1F346; UTF-8: F0 9F 8D 86
🌶; Hot pepper; U+1F336; UTF-8: F0 9F 8C B6
🌽; Ear of maize; U+1F33D; UTF-8: F0 9F 8C BD
🍠; Roasted sweet potato; U+1F360; UTF-8: F0 9F 8D A0
🍯; Honey pot; U+1F36F; UTF-8: F0 9F 8D AF
🍞; Bread; U+1F35E; UTF-8: F0 9F 8D 9E
🧀; Cheese wedge; U+1F9C0; UTF-8: F0 9F A7 80
🍗; Poultry leg; U+1F357; UTF-8: F0 9F 8D 97
🍖; Meat on bone; U+1F356; UTF-8: F0 9F 8D 96
🍤; Fried shrimp; U+1F364; UTF-8: F0 9F 8D A4
🍳; Cooking; U+1F373; UTF-8: F0 9F 8D B3
🍔; Hamburger; U+1F354; UTF-8: F0 9F 8D 94
🍟; French fries; U+1F35F; UTF-8: F0 9F 8D 9F
🌭; Hot dog; U+1F32D; UTF-8: F0 9F 8C AD
🍕; Slice of pizza; U+1F355; UTF-8: F0 9F 8D 95
🍝; Spaghetti; U+1F35D; UTF-8: F0 9F 8D 9D
🌮; Taco; U+1F32E; UTF-8: F0 9F 8C AE
🌯; Burrito; U+1F32F; UTF-8: F0 9F 8C AF
🍜; Steaming bowl; U+1F35C; UTF-8: F0 9F 8D 9C
🍲; Pot of food; U+1F372; UTF-8: F0 9F 8D B2
🍥; Fish cake with swirl design; U+1F365; UTF-8: F0 9F 8D A5
🍣; Sushi; U+1F363; UTF-8: F0 9F 8D A3
🍱; Bento box; U+1F371; UTF-8: F0 9F 8D B1
🍛; Curry and rice; U+1F35B; UTF-8: F0 9F 8D 9B
🍙; Rice ball; U+1F359; UTF-8: F0 9F 8D 99
🍚; Cooked rice; U+1F35A; UTF-8: F0 9F 8D 9A
🍘; Rice cracker; U+1F358; UTF-8: F0 9F 8D 98
🍢; Oden; U+1F362; UTF-8: F0 9F 8D A2
🍡; Dango; U+1F361; UTF-8: F0 9F 8D A1
🍧; Shaved ice; U+1F367; UTF-8: F0 9F 8D A7
🍨; Ice cream; U+1F368; UTF-8: F0 9F 8D A8
🍦; Soft ice cream; U+1F366; UTF-8: F0 9F 8D A6
🍰; Shortcake; U+1F370; UTF-8: F0 9F 8D B0
🎂; Birthday cake; U+1F382; UTF-8: F0 9F 8E 82
🍮; Custard; U+1F36E; UTF-8: F0 9F 8D AE
🍬; Candy; U+1F36C; UTF-8: F0 9F 8D AC
🍭; Lollipop; U+1F36D; UTF-8: F0 9F 8D AD
🍫; Chocolate bar; U+1F36B; UTF-8: F0 9F 8D AB
🍿; Popcorn; U+1F37F; UTF-8: F0 9F 8D BF
🍩; Doughnut; U+1F369; UTF-8: F0 9F 8D A9
🍪; Cookie; U+1F36A; UTF-8: F0 9F 8D AA
🍺; Beer mug; U+1F37A; UTF-8: F0 9F 8D BA
🍻; Clinking beer mugs; U+1F37B; UTF-8: F0 9F 8D BB
🍷; Wine glass; U+1F377; UTF-8: F0 9F 8D B7
🍸; Cocktail glass; U+1F378; UTF-8: F0 9F 8D B8
🍹; Tropical drink; U+1F379; UTF-8: F0 9F 8D B9
🍾; Bottle with popping cork; U+1F37E; UTF-8: F0 9F 8D BE
🍶; Sake bottle and cup; U+1F376; UTF-8: F0 9F 8D B6
🍵; Teacup without handle; U+1F375; UTF-8: F0 9F 8D B5
☕️; Hot beverage; U+2615 U+FE0F; UTF-8: E2 98 95 EF B8 8F
🍼; Baby bottle; U+1F37C; UTF-8: F0 9F 8D BC
🍴; Fork and knife; U+1F374; UTF-8: F0 9F 8D B4
🍽; Fork and knife with plate; U+1F37D; UTF-8: F0 9F 8D BD

Activity

⚽️; Soccer ball; U+26BD U+FE0F; UTF-8: E2 9A BD EF B8 8F
🏀; Basketball and hoop; U+1F3C0; UTF-8: F0 9F 8F 80
🏈; American football; U+1F3C8; UTF-8: F0 9F 8F 88
⚾️; Baseball; U+26BE U+FE0F; UTF-8: E2 9A BE EF B8 8F
🎾; Tennis racquet and ball; U+1F3BE; UTF-8: F0 9F 8E BE
🏐; Volleyball; U+1F3D0; UTF-8: F0 9F 8F 90
🏉; Rugby football; U+1F3C9; UTF-8: F0 9F 8F 89
🎱; Billiards; U+1F3B1; UTF-8: F0 9F 8E B1
⛳️; Flag in hole; U+26F3 U+FE0F; UTF-8: E2 9B B3 EF B8 8F
🏌; Golfer; U+1F3CC; UTF-8: F0 9F 8F 8C
🏓; Table tennis paddle and ball; U+1F3D3; UTF-8: F0 9F 8F 93
🏸; Badminton racquet and shuttlecock; U+1F3F8; UTF-8: F0 9F 8F B8
🏒; Ice hockey stick and puck; U+1F3D2; UTF-8: F0 9F 8F 92
🏑; Field hockey stick and ball; U+1F3D1; UTF-8: F0 9F 8F 91
🏏; Cricket bat and ball; U+1F3CF; UTF-8: F0 9F 8F 8F
🎿; Ski and ski boot; U+1F3BF; UTF-8: F0 9F 8E BF
⛷; Skier; U+26F7; UTF-8: E2 9B B7
🏂; Snowboarder; U+1F3C2; UTF-8: F0 9F 8F 82
⛸; Ice skate; U+26F8; UTF-8: E2 9B B8
🏹; Bow and arrow; U+1F3F9; UTF-8: F0 9F 8F B9
🎣; Fishing pole and fish; U+1F3A3; UTF-8: F0 9F 8E A3
🚣; Rowboat; U+1F6A3; UTF-8: F0 9F 9A A3
🚣🏻; Rowboat; U+1F6A3 U+1F3FB; UTF-8: F0 9F 9A A3 F0 9F 8F BB
🚣🏼; Rowboat; U+1F6A3 U+1F3FC; UTF-8: F0 9F 9A A3 F0 9F 8F BC
🚣🏽; Rowboat; U+1F6A3 U+1F3FD; UTF-8: F0 9F 9A A3 F0 9F 8F BD
🚣🏾; Rowboat; U+1F6A3 U+1F3FE; UTF-8: F0 9F 9A A3 F0 9F 8F BE
🚣🏿; Rowboat; U+1F6A3 U+1F3FF; UTF-8: F0 9F 9A A3 F0 9F 8F BF
🏊; Swimmer; U+1F3CA; UTF-8: F0 9F 8F 8A
🏊🏻; Swimmer; U+1F3CA U+1F3FB; UTF-8: F0 9F 8F 8A F0 9F 8F BB
🏊🏼; Swimmer; U+1F3CA U+1F3FC; UTF-8: F0 9F 8F 8A F0 9F 8F BC
🏊🏽; Swimmer; U+1F3CA U+1F3FD; UTF-8: F0 9F 8F 8A F0 9F 8F BD
🏊🏾; Swimmer; U+1F3CA U+1F3FE; UTF-8: F0 9F 8F 8A F0 9F 8F BE
🏊🏿; Swimmer; U+1F3CA U+1F3FF; UTF-8: F0 9F 8F 8A F0 9F 8F BF
🏄; Surfer; U+1F3C4; UTF-8: F0 9F 8F 84
🏄🏻; Surfer; U+1F3C4 U+1F3FB; UTF-8: F0 9F 8F 84 F0 9F 8F BB
🏄🏼; Surfer; U+1F3C4 U+1F3FC; UTF-8: F0 9F 8F 84 F0 9F 8F BC
🏄🏽; Surfer; U+1F3C4 U+1F3FD; UTF-8: F0 9F 8F 84 F0 9F 8F BD
🏄🏾; Surfer; U+1F3C4 U+1F3FE; UTF-8: F0 9F 8F 84 F0 9F 8F BE
🏄🏿; Surfer; U+1F3C4 U+1F3FF; UTF-8: F0 9F 8F 84 F0 9F 8F BF
🛀; Bath; U+1F6C0; UTF-8: F0 9F 9B 80
🛀🏻; Bath; U+1F6C0 U+1F3FB; UTF-8: F0 9F 9B 80 F0 9F 8F BB
🛀🏼; Bath; U+1F6C0 U+1F3FC; UTF-8: F0 9F 9B 80 F0 9F 8F BC
🛀🏽; Bath; U+1F6C0 U+1F3FD; UTF-8: F0 9F 9B 80 F0 9F 8F BD
🛀🏾; Bath; U+1F6C0 U+1F3FE; UTF-8: F0 9F 9B 80 F0 9F 8F BE
🛀🏿; Bath; U+1F6C0 U+1F3FF; UTF-8: F0 9F 9B 80 F0 9F 8F BF
⛹; Person with ball; U+26F9; UTF-8: E2 9B B9
⛹🏻; Person with ball; U+26F9 U+1F3FB; UTF-8: E2 9B B9 F0 9F 8F BB
⛹🏼; Person with ball; U+26F9 U+1F3FC; UTF-8: E2 9B B9 F0 9F 8F BC
⛹🏽; Person with ball; U+26F9 U+1F3FD; UTF-8: E2 9B B9 F0 9F 8F BD
⛹🏾; Person with ball; U+26F9 U+1F3FE; UTF-8: E2 9B B9 F0 9F 8F BE
⛹🏿; Person with ball; U+26F9 U+1F3FF; UTF-8: E2 9B B9 F0 9F 8F BF
🏋; Weight lifter; U+1F3CB; UTF-8: F0 9F 8F 8B
🏋🏻; Weight lifter; U+1F3CB U+1F3FB; UTF-8: F0 9F 8F 8B F0 9F 8F BB
🏋🏼; Weight lifter; U+1F3CB U+1F3FC; UTF-8: F0 9F 8F 8B F0 9F 8F BC
🏋🏽; Weight lifter; U+1F3CB U+1F3FD; UTF-8: F0 9F 8F 8B F0 9F 8F BD
🏋🏾; Weight lifter; U+1F3CB U+1F3FE; UTF-8: F0 9F 8F 8B F0 9F 8F BE
🏋🏿; Weight lifter; U+1F3CB U+1F3FF; UTF-8: F0 9F 8F 8B F0 9F 8F BF
🚴; Bicyclist; U+1F6B4; UTF-8: F0 9F 9A B4
🚴🏻; Bicyclist; U+1F6B4 U+1F3FB; UTF-8: F0 9F 9A B4 F0 9F 8F BB
🚴🏼; Bicyclist; U+1F6B4 U+1F3FC; UTF-8: F0 9F 9A B4 F0 9F 8F BC
🚴🏽; Bicyclist; U+1F6B4 U+1F3FD; UTF-8: F0 9F 9A B4 F0 9F 8F BD
🚴🏾; Bicyclist; U+1F6B4 U+1F3FE; UTF-8: F0 9F 9A B4 F0 9F 8F BE
🚴🏿; Bicyclist; U+1F6B4 U+1F3FF; UTF-8: F0 9F 9A B4 F0 9F 8F BF
🚵; Mountain bicyclist; U+1F6B5; UTF-8: F0 9F 9A B5
🚵🏻; Mountain bicyclist; U+1F6B5 U+1F3FB; UTF-8: F0 9F 9A B5 F0 9F 8F BB
🚵🏼; Mountain bicyclist; U+1F6B5 U+1F3FC; UTF-8: F0 9F 9A B5 F0 9F 8F BC
🚵🏽; Mountain bicyclist; U+1F6B5 U+1F3FD; UTF-8: F0 9F 9A B5 F0 9F 8F BD
🚵🏾; Mountain bicyclist; U+1F6B5 U+1F3FE; UTF-8: F0 9F 9A B5 F0 9F 8F BE
🚵🏿; Mountain bicyclist; U+1F6B5 U+1F3FF; UTF-8: F0 9F 9A B5 F0 9F 8F BF
🏇; Horse racing; U+1F3C7; UTF-8: F0 9F 8F 87
🕴; Man in business suit levitating; U+1F574; UTF-8: F0 9F 95 B4
🏆; Trophy; U+1F3C6; UTF-8: F0 9F 8F 86
🎽; Running shirt with sash; U+1F3BD; UTF-8: F0 9F 8E BD
🏅; Sports medal; U+1F3C5; UTF-8: F0 9F 8F 85
🎖; Military medal; U+1F396; UTF-8: F0 9F 8E 96
🎗; Reminder ribbon; U+1F397; UTF-8: F0 9F 8E 97
🏵; Rosette; U+1F3F5; UTF-8: F0 9F 8F B5
🎫; Ticket; U+1F3AB; UTF-8: F0 9F 8E AB
🎟; Admission tickets; U+1F39F; UTF-8: F0 9F 8E 9F
🎭; Performing arts; U+1F3AD; UTF-8: F0 9F 8E AD
🎨; Artist palette; U+1F3A8; UTF-8: F0 9F 8E A8
🎪; Circus tent; U+1F3AA; UTF-8: F0 9F 8E AA
🎤; Microphone; U+1F3A4; UTF-8: F0 9F 8E A4
🎧; Headphone; U+1F3A7; UTF-8: F0 9F 8E A7
🎼; Musical score; U+1F3BC; UTF-8: F0 9F 8E BC
🎹; Musical keyboard; U+1F3B9; UTF-8: F0 9F 8E B9
🎷; Saxophone; U+1F3B7; UTF-8: F0 9F 8E B7
🎺; Trumpet; U+1F3BA; UTF-8: F0 9F 8E BA
🎸; Guitar; U+1F3B8; UTF-8: F0 9F 8E B8
🎻; Violin; U+1F3BB; UTF-8: F0 9F 8E BB
🎬; Clapper board; U+1F3AC; UTF-8: F0 9F 8E AC
🎮; Video game; U+1F3AE; UTF-8: F0 9F 8E AE
👾; Alien monster; U+1F47E; UTF-8: F0 9F 91 BE
🎯; Direct hit; U+1F3AF; UTF-8: F0 9F 8E AF
🎲; Game die; U+1F3B2; UTF-8: F0 9F 8E B2
🎰; Slot machine; U+1F3B0; UTF-8: F0 9F 8E B0
🎳; Bowling; U+1F3B3; UTF-8: F0 9F 8E B3

Travel and places

🚗; Automobile; U+1F697; UTF-8: F0 9F 9A 97
🚕; Taxi; U+1F695; UTF-8: F0 9F 9A 95
🚙; Recreational vehicle; U+1F699; UTF-8: F0 9F 9A 99
🚌; Bus; U+1F68C; UTF-8: F0 9F 9A 8C
🚎; Trolleybus; U+1F68E; UTF-8: F0 9F 9A 8E
🏎; Racing car; U+1F3CE; UTF-8: F0 9F 8F 8E
🚓; Police car; U+1F693; UTF-8: F0 9F 9A 93
🚑; Ambulance; U+1F691; UTF-8: F0 9F 9A 91
🚒; Fire engine; U+1F692; UTF-8: F0 9F 9A 92
🚐; Minibus; U+1F690; UTF-8: F0 9F 9A 90
🚚; Delivery truck; U+1F69A; UTF-8: F0 9F 9A 9A
🚛; Articulated lorry; U+1F69B; UTF-8: F0 9F 9A 9B
🚜; Tractor; U+1F69C; UTF-8: F0 9F 9A 9C
🏍; Racing motorcycle; U+1F3CD; UTF-8: F0 9F 8F 8D
🚲; Bicycle; U+1F6B2; UTF-8: F0 9F 9A B2
🚨; Police cars revolving light; U+1F6A8; UTF-8: F0 9F 9A A8
🚔; Oncoming police car; U+1F694; UTF-8: F0 9F 9A 94
🚍; Oncoming bus; U+1F68D; UTF-8: F0 9F 9A 8D
🚘; Oncoming automobile; U+1F698; UTF-8: F0 9F 9A 98
🚖; Oncoming taxi; U+1F696; UTF-8: F0 9F 9A 96
🚡; Aerial tramway; U+1F6A1; UTF-8: F0 9F 9A A1
🚠; Mountain cableway; U+1F6A0; UTF-8: F0 9F 9A A0
🚟; Suspension railway; U+1F69F; UTF-8: F0 9F 9A 9F
🚃; Railway car; U+1F683; UTF-8: F0 9F 9A 83
🚋; Tram car; U+1F68B; UTF-8: F0 9F 9A 8B
🚝; Monorail; U+1F69D; UTF-8: F0 9F 9A 9D
🚄; High-speed train; U+1F684; UTF-8: F0 9F 9A 84
🚅; High-speed train with bullet nose; U+1F685; UTF-8: F0 9F 9A 85
🚈; Light rail; U+1F688; UTF-8: F0 9F 9A 88
🚞; Mountain railway; U+1F69E; UTF-8: F0 9F 9A 9E
🚂; Steam locomotive; U+1F682; UTF-8: F0 9F 9A 82
🚆; Train; U+1F686; UTF-8: F0 9F 9A 86
🚇; Metro; U+1F687; UTF-8: F0 9F 9A 87
🚊; Tram; U+1F68A; UTF-8: F0 9F 9A 8A
🚉; Station; U+1F689; UTF-8: F0 9F 9A 89
🚁; Helicopter; U+1F681; UTF-8: F0 9F 9A 81
🛩; Small airplane; U+1F6E9; UTF-8: F0 9F 9B A9
✈️; Airplane; U+2708 U+FE0F; UTF-8: E2 9C 88 EF B8 8F
🛫; Airplane departure; U+1F6EB; UTF-8: F0 9F 9B AB
🛬; Airplane arriving; U+1F6EC; UTF-8: F0 9F 9B AC
⛵️; Sailboat; U+26F5 U+FE0F; UTF-8: E2 9B B5 EF B8 8F
🛥; Motor boat; U+1F6E5; UTF-8: F0 9F 9B A5
🚤; Speedboat; U+1F6A4; UTF-8: F0 9F 9A A4
⛴; Ferry; U+26F4; UTF-8: E2 9B B4
🛳; Passenger ship; U+1F6F3; UTF-8: F0 9F 9B B3
🚀; Rocket; U+1F680; UTF-8: F0 9F 9A 80
🛰; Satellite; U+1F6F0; UTF-8: F0 9F 9B B0
💺; Seat; U+1F4BA; UTF-8: F0 9F 92 BA
⚓️; Anchor; U+2693 U+FE0F; UTF-8: E2 9A 93 EF B8 8F
🚧; Construction sign; U+1F6A7; UTF-8: F0 9F 9A A7
⛽️; Fuel pump; U+26FD U+FE0F; UTF-8: E2 9B BD EF B8 8F
🚏; Bus stop; U+1F68F; UTF-8: F0 9F 9A 8F
🚦; Vertical traffic light; U+1F6A6; UTF-8: F0 9F 9A A6
🚥; Horizontal traffic light; U+1F6A5; UTF-8: F0 9F 9A A5
🏁; Chequered flag; U+1F3C1; UTF-8: F0 9F 8F 81
🚢; Ship; U+1F6A2; UTF-8: F0 9F 9A A2
🎡; Ferris wheel; U+1F3A1; UTF-8: F0 9F 8E A1
🎢; Roller coaster; U+1F3A2; UTF-8: F0 9F 8E A2
🎠; Carousel horse; U+1F3A0; UTF-8: F0 9F 8E A0
🏗; Building construction; U+1F3D7; UTF-8: F0 9F 8F 97
🌁; Foggy; U+1F301; UTF-8: F0 9F 8C 81
🗼; Tokyo Tower; U+1F5FC; UTF-8: F0 9F 97 BC
🏭; Factory; U+1F3ED; UTF-8: F0 9F 8F AD
⛲️; Fountain; U+26F2 U+FE0F; UTF-8: E2 9B B2 EF B8 8F
🎑; Moon viewing ceremony; U+1F391; UTF-8: F0 9F 8E 91
⛰; Mountain; U+26F0; UTF-8: E2 9B B0
🏔; Snow capped mountain; U+1F3D4; UTF-8: F0 9F 8F 94
🗻; Mount Fuji; U+1F5FB; UTF-8: F0 9F 97 BB
🌋; Volcano; U+1F30B; UTF-8: F0 9F 8C 8B
🗾; Silhouette of Japan; U+1F5FE; UTF-8: F0 9F 97 BE
🏕; Camping; U+1F3D5; UTF-8: F0 9F 8F 95
⛺️; Tent; U+26FA U+FE0F; UTF-8: E2 9B BA EF B8 8F
🌇; Sunset over buildings; U+1F307; UTF-8: F0 9F 8C 87
🌆; Cityscape at dusk; U+1F306; UTF-8: F0 9F 8C 86
🏙; Cityscape; U+1F3D9; UTF-8: F0 9F 8F 99
🌃; Night with stars; U+1F303; UTF-8: F0 9F 8C 83
🌉; Bridge at night; U+1F309; UTF-8: F0 9F 8C 89
🌌; Milky Way; U+1F30C; UTF-8: F0 9F 8C 8C
🌠; Shooting star; U+1F320; UTF-8: F0 9F 8C A0
🎇; Firework sparkler; U+1F387; UTF-8: F0 9F 8E 87
🎆; Fireworks; U+1F386; UTF-8: F0 9F 8E 86
🌈; Rainbow; U+1F308; UTF-8: F0 9F 8C 88
🏘; House buildings; U+1F3D8; UTF-8: F0 9F 8F 98
🏰; European castle; U+1F3F0; UTF-8: F0 9F 8F B0
🏯; Japanese castle; U+1F3EF; UTF-8: F0 9F 8F AF
🏟; Stadium; U+1F3DF; UTF-8: F0 9F 8F 9F
🗽; Statue of liberty; U+1F5FD; UTF-8: F0 9F 97 BD
🏠; House building; U+1F3E0; UTF-8: F0 9F 8F A0
🏡; House with garden; U+1F3E1; UTF-8: F0 9F 8F A1
🏚; Derelict house building; U+1F3DA; UTF-8: F0 9F 8F 9A
🏢; Office building; U+1F3E2; UTF-8: F0 9F 8F A2
🏬; Department store; U+1F3EC; UTF-8: F0 9F 8F AC
🏣; Japanese post office; U+1F3E3; UTF-8: F0 9F 8F A3
🏤; European post office; U+1F3E4; UTF-8: F0 9F 8F A4
🏥; Hospital; U+1F3E5; UTF-8: F0 9F 8F A5
🏦; Bank; U+1F3E6; UTF-8: F0 9F 8F A6
🏨; Hotel; U+1F3E8; UTF-8: F0 9F 8F A8
🏪; Convenience store; U+1F3EA; UTF-8: F0 9F 8F AA
🏫; School; U+1F3EB; UTF-8: F0 9F 8F AB
🏩; Love hotel; U+1F3E9; UTF-8: F0 9F 8F A9
💒; Wedding; U+1F492; UTF-8: F0 9F 92 92
🏛; Classical building; U+1F3DB; UTF-8: F0 9F 8F 9B
⛪️; Church; U+26EA U+FE0F; UTF-8: E2 9B AA EF B8 8F
🕌; Mosque; U+1F54C; UTF-8: F0 9F 95 8C
🕍; Synagogue; U+1F54D; UTF-8: F0 9F 95 8D
🕋; Kaaba; U+1F54B; UTF-8: F0 9F 95 8B
⛩; Shinto shrine; U+26E9; UTF-8: E2 9B A9

Objects

⌚️; Watch; U+231A U+FE0F; UTF-8: E2 8C 9A EF B8 8F
📱; Mobile phone; U+1F4F1; UTF-8: F0 9F 93 B1
📲; Mobile phone with rightwards arrow at left; U+1F4F2; UTF-8: F0 9F 93 B2
💻; Personal computer; U+1F4BB; UTF-8: F0 9F 92 BB
⌨️; Keyboard; U+2328 U+FE0F; UTF-8: E2 8C A8 EF B8 8F
🖥; Desktop computer; U+1F5A5; UTF-8: F0 9F 96 A5
🖨; Printer; U+1F5A8; UTF-8: F0 9F 96 A8
🖱; Three button mouse; U+1F5B1; UTF-8: F0 9F 96 B1
🖲; Trackball; U+1F5B2; UTF-8: F0 9F 96 B2
🕹; Joystick; U+1F579; UTF-8: F0 9F 95 B9
🗜; Compression; U+1F5DC; UTF-8: F0 9F 97 9C
💽; Minidisc; U+1F4BD; UTF-8: F0 9F 92 BD
💾; Floppy disk; U+1F4BE; UTF-8: F0 9F 92 BE
💿; Optical disc; U+1F4BF; UTF-8: F0 9F 92 BF
📀; DVD; U+1F4C0; UTF-8: F0 9F 93 80
📼; Videocassette; U+1F4FC; UTF-8: F0 9F 93 BC
📷; Camera; U+1F4F7; UTF-8: F0 9F 93 B7
📸; Camera with flash; U+1F4F8; UTF-8: F0 9F 93 B8
📹; Video camera; U+1F4F9; UTF-8: F0 9F 93 B9
🎥; Movie camera; U+1F3A5; UTF-8: F0 9F 8E A5
📽; Film projector; U+1F4FD; UTF-8: F0 9F 93 BD
🎞; Film frames; U+1F39E; UTF-8: F0 9F 8E 9E
📞; Telephone receiver; U+1F4DE; UTF-8: F0 9F 93 9E
☎️; Black telephone; U+260E U+FE0F; UTF-8: E2 98 8E EF B8 8F
📟; Pager; U+1F4DF; UTF-8: F0 9F 93 9F
📠; Fax machine; U+1F4E0; UTF-8: F0 9F 93 A0
📺; Television; U+1F4FA; UTF-8: F0 9F 93 BA
📻; Radio; U+1F4FB; UTF-8: F0 9F 93 BB
🎙; Studio microphone; U+1F399; UTF-8: F0 9F 8E 99
🎚; Level slider; U+1F39A; UTF-8: F0 9F 8E 9A
🎛; Control knobs; U+1F39B; UTF-8: F0 9F 8E 9B
⏱; Stopwatch; U+23F1; UTF-8: E2 8F B1
⏲; Timer clock; U+23F2; UTF-8: E2 8F B2
⏰; Alarm clock; U+23F0; UTF-8: E2 8F B0
🕰; Mantelpiece clock; U+1F570; UTF-8: F0 9F 95 B0
⏳; Hourglass with flowing sand; U+23F3; UTF-8: E2 8F B3
⌛️; Hourglass; U+231B U+FE0F; UTF-8: E2 8C 9B EF B8 8F
📡; Satellite antenna; U+1F4E1; UTF-8: F0 9F 93 A1
🔋; Battery; U+1F50B; UTF-8: F0 9F 94 8B
🔌; Electric plug; U+1F50C; UTF-8: F0 9F 94 8C
💡; Electric light bulb; U+1F4A1; UTF-8: F0 9F 92 A1
🔦; Electric torch; U+1F526; UTF-8: F0 9F 94 A6
🕯; Candle; U+1F56F; UTF-8: F0 9F 95 AF
🗑; Wastebasket; U+1F5D1; UTF-8: F0 9F 97 91
🛢; Oil drum; U+1F6E2; UTF-8: F0 9F 9B A2
💸; Money with wings; U+1F4B8; UTF-8: F0 9F 92 B8
💵; Banknote with dollar sign; U+1F4B5; UTF-8: F0 9F 92 B5
💴; Banknote with yen sign; U+1F4B4; UTF-8: F0 9F 92 B4
💶; Banknote with euro sign; U+1F4B6; UTF-8: F0 9F 92 B6
💷; Banknote with pound sign; U+1F4B7; UTF-8: F0 9F 92 B7
💰; Money bag; U+1F4B0; UTF-8: F0 9F 92 B0
💳; Credit card; U+1F4B3; UTF-8: F0 9F 92 B3
💎; Gem stone; U+1F48E; UTF-8: F0 9F 92 8E
⚖; Scales; U+2696; UTF-8: E2 9A 96
🔧; Wrench; U+1F527; UTF-8: F0 9F 94 A7
🔨; Hammer; U+1F528; UTF-8: F0 9F 94 A8
⚒; Hammer and pick; U+2692; UTF-8: E2 9A 92
🛠; Hammer and wrench; U+1F6E0; UTF-8: F0 9F 9B A0
⛏; Pick; U+26CF; UTF-8: E2 9B 8F
🔩; Nut and bolt; U+1F529; UTF-8: F0 9F 94 A9
⚙; Gear; U+2699; UTF-8: E2 9A 99
⛓; Chains; U+26D3; UTF-8: E2 9B 93
🔫; Pistol; U+1F52B; UTF-8: F0 9F 94 AB
💣; Bomb; U+1F4A3; UTF-8: F0 9F 92 A3
🔪; Hocho; U+1F52A; UTF-8: F0 9F 94 AA
🗡; Dagger knife; U+1F5E1; UTF-8: F0 9F 97 A1
⚔; Crossed swords; U+2694; UTF-8: E2 9A 94
🛡; Shield; U+1F6E1; UTF-8: F0 9F 9B A1
🚬; Smoking symbol; U+1F6AC; UTF-8: F0 9F 9A AC
☠️; Skull and crossbones; U+2620 U+FE0F; UTF-8: E2 98 A0 EF B8 8F
⚰; Coffin; U+26B0; UTF-8: E2 9A B0
⚱; Funeral urn; U+26B1; UTF-8: E2 9A B1
